id,type,source,title,content,content_length,meta_scientific_name,meta_common_name,meta_family,meta_genus,meta_native,meta_conservation_status,meta_wikipedia_url,meta_observations_count
species_68405,species,iNaturalist,Palmer's penstemon (Penstemon palmeri),"# Palmer's penstemon
*Penstemon palmeri*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon palmeri, the Palmer's penstemon, is a perennial penstemon notable for its showy, rounded flowers, and for being one of the few scented penstemons. The plant, in the Plantaginaceae family, is named after the botanist Edward Palmer.

*5136 observations recorded in Arizona*
",395,Penstemon palmeri,Palmer's penstemon,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon palmeri,5136
species_60222,species,iNaturalist,Frying Pans (Eschscholzia lobbii),"# Frying Pans
*Eschscholzia lobbii*

**Taxonomy:** Family: Papaveraceae, Genus: Eschscholzia

## Description
Eschscholzia lobbii is a species of poppy known by the common name frying pans. It is endemic to California, where it grows in the Central Valley and adjacent Sierra Nevada foothills. The frying pans is a small annual herb growing from a patch of segmented leaves with pointed leaflets. It produces erect stalks up to 15 centimeters in height each bearing a single poppy flower. The petals are about a centimeter long and bright yellow to...

*1269 observations recorded in Arizona*
",592,Eschscholzia lobbii,Frying Pans,Papaveraceae,Eschscholzia,False,,https://en.wikipedia.org/wiki/Eschscholzia lobbii,1269
species_68416,species,iNaturalist,Branched Pencil Cholla (Cylindropuntia ramosissima),"# Branched Pencil Cholla
*Cylindropuntia ramosissima*

**Taxonomy:** Family: Cactaceae, Genus: Cylindropuntia

## Description
Cylindropuntia ramosissima is a species of cactus known by the common names diamond cholla and branched pencil cholla.

*9636 observations recorded in Arizona*
",286,Cylindropuntia ramosissima,Branched Pencil Cholla,Cactaceae,Cylindropuntia,False,,https://en.wikipedia.org/wiki/Cylindropuntia ramosissima,9636
species_58199,species,iNaturalist,White Mallow (Eremalche exilis),"# White Mallow
*Eremalche exilis*

**Taxonomy:** Family: Malvaceae, Genus: Eremalche

## Description
Eremalche exilis is a species of flowering plant in the mallow family known by the common name white mallow. It is native to Baja California and the southwestern United States where it grows in desert and other dry scrub habitats. It is an annual herb growing mostly decumbent along the ground with hairy stems approaching 40 centimeters in maximum length. The leaves are up to 2.5 centimeters long and have 3 to 5 lobes which may...

*626 observations recorded in Arizona*
",575,Eremalche exilis,White Mallow,Malvaceae,Eremalche,False,,https://en.wikipedia.org/wiki/Eremalche exilis,626
species_119661,species,iNaturalist,Narrow-leaved Lupine (Lupinus angustifolius),"# Narrow-leaved Lupine
*Lupinus angustifolius*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus angustifolius is a species of lupin known by many common names, including narrowleaf lupin, narrow-leaved lupin and blue lupin. It is native to Eurasia and northern Africa and naturalized in parts of Australia and North America. It has been cultivated for over 6000 yearsas a food crop for its edible legume seeds, as a fodder for livestock and for green manure.

*5964 observations recorded in Arizona*
",523,Lupinus angustifolius,Narrow-leaved Lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus angustifolius,5964
species_82810,species,iNaturalist,Syrian Mesquite (Prosopis farcta),"# Syrian Mesquite
*Prosopis farcta*

**Taxonomy:** Family: Fabaceae, Genus: Prosopis

## Description
Prosopis farcta, the Syrian mesquite, is a species of the genus Prosopis, growing in and around the Middle East.

*420 observations recorded in Arizona*
",254,Prosopis farcta,Syrian Mesquite,Fabaceae,Prosopis,False,,https://en.wikipedia.org/wiki/Prosopis farcta,420
species_279439,species,iNaturalist,Pink Powderpuff (Calliandra tergemina),"# Pink Powderpuff
*Calliandra tergemina*

**Taxonomy:** Family: Fabaceae, Genus: Calliandra

## Description
Calliandra tergemina is a species of flowering plants of the genus Calliandra in the Fabaceae family.

*1540 observations recorded in Arizona*
",251,Calliandra tergemina,Pink Powderpuff,Fabaceae,Calliandra,False,,https://en.wikipedia.org/wiki/Calliandra tergemina,1540
species_162733,species,iNaturalist,Missouri Foxtail Cactus (Escobaria missouriensis),"# Missouri Foxtail Cactus
*Escobaria missouriensis*

**Taxonomy:** Family: Cactaceae, Genus: Escobaria

## Description
Escobaria missouriensis, the Missouri foxtail cactus and formerly Coryphantha missouriensis, is a species of low-growing North American cacti. It is found in along the Missouri River in the tallgrass prairie and shortgrass Great Plains, from Texas to Montana and the Dakotas, and in the Rocky Mountains woodlands of Ponderosa pine (Pinus ponderosa), pinyon-juniper, and Gambel oak (Quercus gambelii) west of it. It is also native to the Southwestern United States in Arizona, New Mexico, and Utah.

*3547 observations recorded in Arizona*
",658,Escobaria missouriensis,Missouri Foxtail Cactus,Cactaceae,Escobaria,False,,https://en.wikipedia.org/wiki/Escobaria missouriensis,3547
species_144305,species,iNaturalist,Bush Penstemon (Penstemon fruticosus),"# Bush Penstemon
*Penstemon fruticosus*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon fruticosus is a species of penstemon known by the common names bush penstemon or shrubby penstemon. It is native to the Pacific Northwest of North America from Oregon to British Columbia, and east to the Rocky Mountains of Wyoming, Montana, and Alberta.

*5393 observations recorded in Arizona*
",417,Penstemon fruticosus,Bush Penstemon,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon fruticosus,5393
species_162739,species,iNaturalist,Whitecolumn Foxtail Cactus (Escobaria tuberculosa),"# Whitecolumn Foxtail Cactus
*Escobaria tuberculosa*

**Taxonomy:** Family: Cactaceae, Genus: Escobaria

## Description
Escobaria tuberculosa, the corncob cactus, is a species of flowering plant in the family Cactaceae, native to the south-central United States, and northern Mexico. It is only found growing on igneous rocks.

*3192 observations recorded in Arizona*
",368,Escobaria tuberculosa,Whitecolumn Foxtail Cactus,Cactaceae,Escobaria,False,,https://en.wikipedia.org/wiki/Escobaria tuberculosa,3192
species_148405,species,iNaturalist,Spinystar (Escobaria vivipara),"# Spinystar
*Escobaria vivipara*

**Taxonomy:** Family: Cactaceae, Genus: Escobaria

## Description
Escobaria vivipara is a species of cactus known by several common names, including spinystar, viviparous foxtail cactus, pincushion cactus and ball cactus. It is native to North America, where certain varieties can be found from Mexico to Canada. Most of these varieties are limited to the Mojave and Sonoran Deserts.

*12770 observations recorded in Arizona*
",460,Escobaria vivipara,Spinystar,Cactaceae,Escobaria,False,,https://en.wikipedia.org/wiki/Escobaria vivipara,12770
species_68537,species,iNaturalist,firecracker penstemon (Penstemon eatonii),"# firecracker penstemon
*Penstemon eatonii*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon eatonii is a species of penstemon known by the common name firecracker penstemon.

*4605 observations recorded in Arizona*
",249,Penstemon eatonii,firecracker penstemon,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon eatonii,4605
species_158650,species,iNaturalist,Chautle Livingrock (Ariocarpus fissuratus),"# Chautle Livingrock
*Ariocarpus fissuratus*

**Taxonomy:** Family: Cactaceae, Genus: Ariocarpus

## Description
Ariocarpus fissuratus (formerly known as Anhalonium fissuratus) is a species of cactus found in small numbers in northern Mexico and Texas in the United States. Common names include living rock cactus, false peyote, and chautle.

*916 observations recorded in Arizona*
",382,Ariocarpus fissuratus,Chautle Livingrock,Cactaceae,Ariocarpus,False,,http://en.wikipedia.org/wiki/Ariocarpus_fissuratus,916
species_68538,species,iNaturalist,Desert Marigold (Baileya multiradiata),"# Desert Marigold
*Baileya multiradiata*

**Taxonomy:** Family: Asteraceae, Genus: Baileya

## Description
Baileya multiradiata is a North American species of sun-loving wildflowers native to the deserts of northern Mexico and the Southwestern United States. It has been found in the States of Sonora, Chihuahua, Coahuila, Durango, Aguascalientes, California, Arizona, Nevada, Utah, New Mexico, and Texas.

*8997 observations recorded in Arizona*
",447,Baileya multiradiata,Desert Marigold,Asteraceae,Baileya,False,,https://en.wikipedia.org/wiki/Baileya multiradiata,8997
species_334816,species,iNaturalist,Bailey's Stringybark (Eucalyptus baileyana),"# Bailey's Stringybark
*Eucalyptus baileyana*

**Taxonomy:** Family: Myrtaceae, Genus: Eucalyptus

## Description
Eucalyptus baileyana, commonly known as Bailey's stringybark, is a tree endemic to near-coastal areas of eastern Australia. It has rough, stringy bark on its trunk and main branches, lance-shaped adult leaves, flower buds in groups of seven, white flowers with stamens in four bundles and urn-shaped to more or less spherical fruit.

*145 observations recorded in Arizona*
",487,Eucalyptus baileyana,Bailey's Stringybark,Myrtaceae,Eucalyptus,False,,https://en.wikipedia.org/wiki/Eucalyptus baileyana,145
species_50149,species,iNaturalist,Baja fairy duster (Calliandra californica),"# Baja fairy duster
*Calliandra californica*

**Taxonomy:** Family: Fabaceae, Genus: Calliandra

## Description
Calliandra californica (Baja fairy duster), is an evergreen, woody shrub which is native to Baja California, Mexico. In Spanish, the plant is also known vernacularly as tabardillo, zapotillo or chuparosa. The flowers, which appear in early summer, have clusters of red stamens. The shrub is usually between 0.6 and 1.8 metres in height and has bipinnate leaves. The leaves have been described as ""fern-like."" Leaves close at night time.

*3257 observations recorded in Arizona*
",590,Calliandra californica,Baja fairy duster,Fabaceae,Calliandra,False,,https://en.wikipedia.org/wiki/Calliandra californica,3257
species_50153,species,iNaturalist,apricot mallow (Sphaeralcea ambigua),"# apricot mallow
*Sphaeralcea ambigua*

**Taxonomy:** Family: Malvaceae, Genus: Sphaeralcea

## Description
Sphaeralcea ambigua, commonly known as desert globemallow or apricot mallow, is a member of the genus Sphaeralcea in the mallow family (Malvaceae).

*19808 observations recorded in Arizona*
",298,Sphaeralcea ambigua,apricot mallow,Malvaceae,Sphaeralcea,False,,http://en.wikipedia.org/wiki/Sphaeralcea_ambigua,19808
species_68587,species,iNaturalist,Hot Rock Penstemon (Penstemon deustus),"# Hot Rock Penstemon
*Penstemon deustus*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon deustus is a species of penstemon known by the common names hotrock penstemon and scabland penstemon. It is native to much of the northwestern United States from the Pacific Northwest to Wyoming, where it grows in many types of forest and open plateau habitat, often on soils heavy in volcanic rock or on limestone outcrops. It is a perennial herb with upright branches approaching 40 centimeters in maximum height. The thick leaves are lance-shaped to...

*2815 observations recorded in Arizona*
",620,Penstemon deustus,Hot Rock Penstemon,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon deustus,2815
species_68601,species,iNaturalist,San Diego Barrel Cactus (Ferocactus viridescens),"# San Diego Barrel Cactus
*Ferocactus viridescens*

**Taxonomy:** Family: Cactaceae, Genus: Ferocactus

## Description
Ferocactus viridescens is a rare species of barrel cactus known by several common names, including Coast barrel cactus and San Diego barrel cactus. It is native to southern California and northern Baja California. Most of its native range is in San Diego County, California, where it is threatened by development, agriculture, and other alterations in its habitat.

*6052 observations recorded in Arizona*
",525,Ferocactus viridescens,San Diego Barrel Cactus,Cactaceae,Ferocactus,False,,https://en.wikipedia.org/wiki/Ferocactus viridescens,6052
species_58362,species,iNaturalist,chaparral yucca (Hesperoyucca whipplei),"# chaparral yucca
*Hesperoyucca whipplei*

**Taxonomy:** Family: Asparagaceae, Genus: Hesperoyucca

## Description
Hesperoyucca whipplei (syn. Yucca whipplei ) (chaparral yucca, our Lord's candle, Spanish bayonet, Quixote yucca or foothill yucca is a species of flowering plant closely related to, and formerly usually included in, the genus Yucca. It is native to southern California, United States and Baja California, Mexico, where it occurs mainly in chaparral, coastal sage scrub, and oak woodland plant communities at altitudes of 0–2500 m.

*26721 observations recorded in Arizona*
",589,Hesperoyucca whipplei,chaparral yucca,Asparagaceae,Hesperoyucca,False,,https://en.wikipedia.org/wiki/Hesperoyucca whipplei,26721
species_502780,species,iNaturalist,Sweet Thorn (Vachellia karroo),"# Sweet Thorn
*Vachellia karroo*

**Taxonomy:** Family: Fabaceae, Genus: Vachellia

## Description
Vachellia karroo, commonly known as the Sweet thorn, is a species of acacia, native to southern Africa from southern Angola east to Mozambique, and south to South Africa.

*17729 observations recorded in Arizona*
",312,Vachellia karroo,Sweet Thorn,Fabaceae,Vachellia,False,,http://en.wikipedia.org/wiki/Vachellia_karroo,17729
species_64513,species,iNaturalist,Coulter's lupine (Lupinus sparsiflorus),"# Coulter's lupine
*Lupinus sparsiflorus*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus sparsiflorus (Coulter's lupine) is a species of lupin native to North America. In the United States it occurs in California, Nevada, Arizona and Utah, and in Mexico it is found in Baja California and Sonora. Other common names include Mojave lupine, a name it shares with Lupinus odoratus.

*6594 observations recorded in Arizona*
",445,Lupinus sparsiflorus,Coulter's lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus sparsiflorus,6594
species_62474,species,iNaturalist,Brittle Pricklypear (Opuntia fragilis),"# Brittle Pricklypear
*Opuntia fragilis*

**Taxonomy:** Family: Cactaceae, Genus: Opuntia

## Description
Opuntia fragilis, known by the common names brittle pricklypear and little prickly pear, is a prickly pear cactus native to much of western North America as well as some eastern states such as Illinois, Iowa, Wisconsin and Michigan. It occurs in several Canadian provinces. It is known from farther north than any other cactus, occurring at as far as 56°N latitude in British Columbia. There is an isolated and possibly genetically unique population in Eastern Ontario...

*9234 observations recorded in Arizona*
",619,Opuntia fragilis,Brittle Pricklypear,Cactaceae,Opuntia,False,,https://en.wikipedia.org/wiki/Opuntia fragilis,9234
species_76813,species,iNaturalist,button brittlebush (Encelia frutescens),"# button brittlebush
*Encelia frutescens*

**Taxonomy:** Family: Asteraceae, Genus: Encelia

## Description
Encelia frutescens is a species of flowering plant in the daisy family known by the common names button brittlebush and bush encelia.

*1106 observations recorded in Arizona*
",283,Encelia frutescens,button brittlebush,Asteraceae,Encelia,False,,https://en.wikipedia.org/wiki/Encelia frutescens,1106
species_76814,species,iNaturalist,Virgin River Brittlebush (Encelia virginensis),"# Virgin River Brittlebush
*Encelia virginensis*

**Taxonomy:** Family: Asteraceae, Genus: Encelia

## Description
Encelia virginensis is a North American species of flowering plants in the daisy family known by the common name Virgin River brittlebush. This shrub is native to the southwestern United States and northwestern Mexico, particularly the Mojave Desert and the Sonoran Desert. It has been found in Baja California, southern California, Nevada, Arizona, southwestern Utah, and southwestern New Mexico.

*964 observations recorded in Arizona*
",553,Encelia virginensis,Virgin River Brittlebush,Asteraceae,Encelia,False,,https://en.wikipedia.org/wiki/Encelia virginensis,964
species_498722,species,iNaturalist,Utah yucca (Yucca utahensis),"# Utah yucca
*Yucca utahensis*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca utahensis is a species in the family Asparagaceae, native to Utah, Nevada and Arizona. McKelvey

*654 observations recorded in Arizona*
",239,Yucca utahensis,Utah yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca utahensis,654
species_209956,species,iNaturalist,palo brea (Parkinsonia praecox),"# palo brea
*Parkinsonia praecox*

**Taxonomy:** Family: Fabaceae, Genus: Parkinsonia

## Description
Parkinsonia praecox (syn. Cercidium praecox), the palo brea or Sonoran palo verde, is a species of flowering plant in the family Fabaceae. It is native to the dry Neotropics from Mexico to Argentina. A small tree reaching 6 to 9 m (20 to 30 ft), it is usually a bit wider than it is tall.

*2637 observations recorded in Arizona*
",432,Parkinsonia praecox,palo brea,Fabaceae,Parkinsonia,False,,https://en.wikipedia.org/wiki/Parkinsonia praecox,2637
species_164926,species,iNaturalist,Silky Lupine (Lupinus sericeus),"# Silky Lupine
*Lupinus sericeus*

**Taxonomy:** Family: Fabaceae, Genus: Lupinus

## Description
Lupinus sericeus is a species of flowering plant in the legume family known by the common name silky lupine or Pursh's silky lupine. It is native to western North America from British Columbia to Arizona and east to Alberta and Colorado.

*5386 observations recorded in Arizona*
",377,Lupinus sericeus,Silky Lupine,Fabaceae,Lupinus,False,,https://en.wikipedia.org/wiki/Lupinus sericeus,5386
species_287808,species,iNaturalist,La Luna Globemallow (Sphaeralcea fulva),"# La Luna Globemallow
*Sphaeralcea fulva*

**Taxonomy:** Family: Malvaceae, Genus: Sphaeralcea

## Description
Sphaeralcea fulva, commonly known as desert mallow, is a species of flowering plant in the family Malvaceae. It is native to northwestern Mexico.

*183 observations recorded in Arizona*
",297,Sphaeralcea fulva,La Luna Globemallow,Malvaceae,Sphaeralcea,False,,https://en.wikipedia.org/wiki/Sphaeralcea fulva,183
species_871500,species,iNaturalist,Johnson's Beehive Cactus (Echinomastus johnsonii),"# Johnson's Beehive Cactus
*Echinomastus johnsonii*

**Taxonomy:** Family: Cactaceae, Genus: Echinomastus

## Description
Echinomastus johnsonii (syn. Sclerocactus johnsonii) is a species of cactus known by the common names Johnson's beehive cactus and Johnson's fishhook cactus. It is native to the southwestern United States from eastern California to Utah, where it can be found in desert scrub habitat. It produces an egg-shaped or cylindrical stem up to 25 centimetres (10 inches) tall by 10 centimetres (4 inches) wide. It is covered densely in straight and curving spines which may be...

**Status:** Conservation Status: G3

*1903 observations recorded in Arizona*
",673,Echinomastus johnsonii,Johnson's Beehive Cactus,Cactaceae,Echinomastus,False,G3,https://en.wikipedia.org/wiki/Echinomastus johnsonii,1903
species_60511,species,iNaturalist,Bridges' penstemon (Penstemon rostriflorus),"# Bridges' penstemon
*Penstemon rostriflorus*

**Taxonomy:** Family: Plantaginaceae, Genus: Penstemon

## Description
Penstemon rostriflorus is a species of penstemon known by the common names beaked penstemon, Bridge penstemon, or Bridges' penstemon.

*3638 observations recorded in Arizona*
",293,Penstemon rostriflorus,Bridges' penstemon,Plantaginaceae,Penstemon,False,,https://en.wikipedia.org/wiki/Penstemon rostriflorus,3638
species_48225,species,iNaturalist,California poppy (Eschscholzia californica),"# California poppy
*Eschscholzia californica*

**Taxonomy:** Family: Papaveraceae, Genus: Eschscholzia

## Description
Eschscholzia californica (California poppy, Californian poppy, golden poppy, California sunlight, cup of gold) is a species of flowering plant in the Papaveraceae family, native to the United States and Mexico. It is an ornamental plant and it is used medicinally and in cooking, and it became the official state flower of California in 1903.

*88106 observations recorded in Arizona*
",504,Eschscholzia californica,California poppy,Papaveraceae,Eschscholzia,False,,https://en.wikipedia.org/wiki/Eschscholzia californica,88106
species_1588323,species,iNaturalist,Common Hook-thorn Acacia (Senegalia afra),"# Common Hook-thorn Acacia
*Senegalia afra*

**Taxonomy:** Family: Fabaceae, Genus: Senegalia

## Description
Senegalia afra, also known as hook-thorn or Acacia afra, is a tree that occurs commonly in southern Africa. Though it is cultivated, it often occurs naturally in Gauteng suburban gardens, together with Acacia karroo and Acacia robusta.

*2489 observations recorded in Arizona*
",387,Senegalia afra,Common Hook-thorn Acacia,Fabaceae,Senegalia,False,,https://en.wikipedia.org/wiki/Senegalia_afra,2489
species_162933,species,iNaturalist,Emory's barrel cactus (Ferocactus emoryi),"# Emory's barrel cactus
*Ferocactus emoryi*

**Taxonomy:** Family: Cactaceae, Genus: Ferocactus

## Description
Ferocactus emoryi, known commonly as Emory's barrel cactus, Coville's barrel cactus and traveler's friend, is a barrel cactus in the genus Ferocactus.

*1759 observations recorded in Arizona*
",304,Ferocactus emoryi,Emory's barrel cactus,Cactaceae,Ferocactus,False,,https://en.wikipedia.org/wiki/Ferocactus emoryi,1759
species_162935,species,iNaturalist,fishhook barrel cactus (Ferocactus wislizeni),"# fishhook barrel cactus
*Ferocactus wislizeni*

**Taxonomy:** Family: Cactaceae, Genus: Ferocactus

## Description
Ferocactus wislizeni, the fishhook barrel cactus, also called Arizona barrel cactus, candy barrel cactus, and Southwestern barrel cactus, is a species of flowering plant in the cactus family Cactaceae, native to northern Mexico and the southern United States. It is a ball-shaped cactus eventually growing to a cylindrical shape, with spiny ribs and red or yellow flowers in summer.

**Status:** Conservation Status: VU

*21811 observations recorded in Arizona*
",578,Ferocactus wislizeni,fishhook barrel cactus,Cactaceae,Ferocactus,False,VU,https://en.wikipedia.org/wiki/Ferocactus wislizeni,21811
species_60541,species,iNaturalist,Great Plains yucca (Yucca glauca),"# Great Plains yucca
*Yucca glauca*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca glauca (syn. Yucca angustifolia) is a species of perennial evergreen plant, adapted to xeric (dry)growth conditions. It is also known as small soapweed, soapweed yucca, Spanish bayonet, Great Plains yucca and beargrass.

*12390 observations recorded in Arizona*
",370,Yucca glauca,Great Plains yucca,Asparagaceae,Yucca,False,,https://en.wikipedia.org/wiki/Yucca glauca,12390
species_283783,species,iNaturalist,Blue Nolina (Nolina nelsonii),"# Blue Nolina
*Nolina nelsonii*

**Taxonomy:** Family: Asparagaceae, Genus: Nolina

## Description
Nolina nelsonii (Blue Nolina or Nelson's Bear Grass), often misspelled Nolina nelsoni, is a flowering plant in the genus Nolina. The species was first described in 1906; in its genus, it is morphologically most similar to Nolina parryi. This extremely drought-tolerant plant is native to the deserts and montane regions in the State of Tamaulipas in northern/northeastern Mexico. It is known to be cold-hardy to at least −12 °C. It develops a trunk measuring from one to...

*31 observations recorded in Arizona*
",612,Nolina nelsonii,Blue Nolina,Asparagaceae,Nolina,False,,https://en.wikipedia.org/wiki/Nolina nelsonii,31
species_281758,species,iNaturalist,prairie acacia (Acaciella angustissima),"# prairie acacia
*Acaciella angustissima*

**Taxonomy:** Family: Fabaceae, Genus: Acaciella

## Description
...

*3797 observations recorded in Arizona*
",153,Acaciella angustissima,prairie acacia,Fabaceae,Acaciella,False,,https://en.wikipedia.org/wiki/Acaciella angustissima,3797
species_83104,species,iNaturalist,Havard's Century Plant (Agave havardiana),"# Havard's Century Plant
*Agave havardiana*

**Taxonomy:** Family: Asparagaceae, Genus: Agave

## Description
Agave havardiana is a plant species native to the Big Bend area of western Texas as well as Chihuahua and Coahuila. It prefers grassy to rocky slopes or woodlands at elevations of 1200–2000 m.

**Status:** Conservation Status: VU

*1719 observations recorded in Arizona*
",381,Agave havardiana,Havard's Century Plant,Asparagaceae,Agave,False,VU,https://en.wikipedia.org/wiki/Agave havardiana,1719
species_83105,species,iNaturalist,lechuguilla (Agave lechuguilla),"# lechuguilla
*Agave lechuguilla*

**Taxonomy:** Family: Asparagaceae, Genus: Agave

## Description
Agave lechuguilla (common name in Chihuahua: lechuguilla, meaning ""little lettuce"") is an Agave species found only in the Chihuahuan Desert, where it is an indicator species. It typically grows on calcareous soils. The plant flowers once in its life, then it dies. The flowers are a source of nutrients for insects, bats, and some birds.

*5871 observations recorded in Arizona*
",479,Agave lechuguilla,lechuguilla,Asparagaceae,Agave,False,,https://en.wikipedia.org/wiki/Agave lechuguilla,5871
species_160935,species,iNaturalist,Grooved nipple cactus (Coryphantha sulcata),"# Grooved nipple cactus
*Coryphantha sulcata*

**Taxonomy:** Family: Cactaceae, Genus: Coryphantha

## Description
Coryphantha sulcata, a member of the cactus family Cactaceae, is a species of cactus occurring in Texas and a small part of northeastern Mexico. Sometimes the species is called Grooved Nipple Cactus or Pineapple Cactus, though the latter name sometimes is shared with another species.

**Status:** Conservation Status: Vulnerable

*2691 observations recorded in Arizona*
",486,Coryphantha sulcata,Grooved nipple cactus,Cactaceae,Coryphantha,False,Vulnerable,https://en.wikipedia.org/wiki/Coryphantha sulcata,2691
species_119980,species,iNaturalist,Texas Pricklypear (Opuntia lindheimeri),"# Texas Pricklypear
*Opuntia lindheimeri*

**Taxonomy:** Family: Cactaceae, Genus: Opuntia

## Description
Opuntia lindheimeri is a cactus which is treated by some botanists as a species separate and distinct from O. engelmannii. Britton and Rose also considered that O. lindheimeri is a stand-alone species as did Engelmann who described it in 1850. The point is not settled, and other botanists accept O. lindheimeri as a variety of O. engelmannii. Whatever their taxonomic relationship, the plants are easily distinguished when grown side-by-side and do not generally overlap in their

*10450 observations recorded in Arizona*
",630,Opuntia lindheimeri,Texas Pricklypear,Cactaceae,Opuntia,False,,https://en.wikipedia.org/wiki/Opuntia lindheimeri,10450
species_54449,species,iNaturalist,saguaro (Carnegiea gigantea),"# saguaro
*Carnegiea gigantea*

**Taxonomy:** Family: Cactaceae, Genus: Carnegiea

## Description
The saguaro (/səˈwɑːroʊ/, Spanish pronunciation: ) (Carnegiea gigantea) is an arborescent (tree-like) cactus species in the monotypic genus Carnegiea, which can grow to be over 40 feet (12 m) tall. It is native to the Sonoran Desert in Arizona, the Mexican State of Sonora, and the Whipple Mountains and Imperial County areas of California. The saguaro blossom is the state wildflower of Arizona. Its scientific name is given in honor of Andrew Carnegie. In 1994, Saguaro National Park,...

*77970 observations recorded in Arizona*
",630,Carnegiea gigantea,saguaro,Cactaceae,Carnegiea,False,,https://en.wikipedia.org/wiki/Carnegiea gigantea,77970
species_54453,species,iNaturalist,California Barrel Cactus (Ferocactus cylindraceus),"# California Barrel Cactus
*Ferocactus cylindraceus*

**Taxonomy:** Family: Cactaceae, Genus: Ferocactus

## Description
Ferocactus cylindraceus is a species of barrel cactus which is known by several common names, including California barrel cactus, Desert barrel cactus, and miner's compass. It was first described by George Engelmann in 1853.

*31760 observations recorded in Arizona*
",388,Ferocactus cylindraceus,California Barrel Cactus,Cactaceae,Ferocactus,False,,https://en.wikipedia.org/wiki/Ferocactus cylindraceus,31760
species_273594,species,iNaturalist,Gold Lace Cactus (Mammillaria elongata),"# Gold Lace Cactus
*Mammillaria elongata*

**Taxonomy:** Family: Cactaceae, Genus: Mammillaria

## Description
Mammillaria elongata (gold lace cactus, ladyfinger cactus) is a species of flowering plant in the Cactaceae family, native to central Mexico. Growing to 15 cm (6 in) tall by 30 cm (12 in) wide, it consists of densely packed clusters of elongated oval stems, covered in harmless yellow or brown spines, and in spring producing white or yellow flowers. It is among the commonest and most variable of its genus in nature, and is a popular subject for cultivation. It...

*2104 observations recorded in Arizona*
",619,Mammillaria elongata,Gold Lace Cactus,Cactaceae,Mammillaria,False,,https://en.wikipedia.org/wiki/Mammillaria elongata,2104
species_273595,species,iNaturalist,Fire Barrel Cactus (Ferocactus gracilis),"# Fire Barrel Cactus
*Ferocactus gracilis*

**Taxonomy:** Family: Cactaceae, Genus: Ferocactus

## Description
Ferocactus gracilis is a species of Ferocactus from Mexico.

*1409 observations recorded in Arizona*
",212,Ferocactus gracilis,Fire Barrel Cactus,Cactaceae,Ferocactus,False,,https://en.wikipedia.org/wiki/Ferocactus gracilis,1409
species_273597,species,iNaturalist,Mother of Hundreds (Mammillaria compressa),"# Mother of Hundreds
*Mammillaria compressa*

**Taxonomy:** Family: Cactaceae, Genus: Mammillaria

## Description
Mammillaria compressa is a species of cactus in the subfamily Cactoideae.

*885 observations recorded in Arizona*
",228,Mammillaria compressa,Mother of Hundreds,Cactaceae,Mammillaria,False,,https://en.wikipedia.org/wiki/Mammillaria compressa,885
species_1424585,species,iNaturalist,Spanish dagger (Yucca treculiana),"# Spanish dagger
*Yucca treculiana*

**Taxonomy:** Family: Asparagaceae, Genus: Yucca

## Description
Yucca treculiana Carrière is a species of flowering plant in the family Asparagaceae, native to Texas, New Mexico and Coahuila. Common names include Spanish dagger, Spanish bayonet and Don Quixote's lance.

**Status:** Conservation Status: VU

*5905 observations recorded in Arizona*
",386,Yucca treculiana,Spanish dagger,Asparagaceae,Yucca,False,VU,https://en.wikipedia.org/wiki/Yucca_treculiana,5905
species_79056,species,iNaturalist,Catclaw Acacia (Senegalia greggii),"# Catclaw Acacia
*Senegalia greggii*

**Taxonomy:** Family: Fabaceae, Genus: Senegalia

## Description
Senegalia greggii is a species of Senegalia native to the southwestern United States and northern Mexico, from the extreme south of Utah (where, at 37°10' N it is the northernmost naturally occurring Senegalia species anywhere in the world) south through southern Nevada, southeast California, Arizona, New Mexico and western Texas to Baja California, Sinaloa and Nuevo León in Mexico.

*12130 observations recorded in Arizona*
",531,Senegalia greggii,Catclaw Acacia,Fabaceae,Senegalia,False,,https://en.wikipedia.org/wiki/Senegalia greggii,12130
